dataset,task_id,method,snapshot_size,candidate_count,true_source,predicted_source,source_rank,hit_at_1,hit_at_5,mrr,error_hops
sashts,sashts_seed23_sourceJ043-001_frac30,graphsage_lodo,6,6,J043-001,J043-005,5,0,1,0.2,1
sashts,sashts_seed23_sourceJ044-001_frac10,random,7,7,J044-001,J044-005,2,0,1,0.5,1
sashts,sashts_seed23_sourceJ044-001_frac10,snapshot_degree,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac10,snapshot_weighted_degree,7,7,J044-001,J044-006,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceJ044-001_frac10,snapshot_closeness,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac10,snapshot_betweenness,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac10,snapshot_center,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac10,graphsage_lodo,7,7,J044-001,J044-006,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceJ044-001_frac20,random,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac20,snapshot_degree,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac20,snapshot_weighted_degree,7,7,J044-001,J044-006,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceJ044-001_frac20,snapshot_closeness,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac20,snapshot_betweenness,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac20,snapshot_center,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac20,graphsage_lodo,7,7,J044-001,J044-006,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceJ044-001_frac30,random,7,7,J044-001,J044-006,5,0,1,0.2,1
sashts,sashts_seed23_sourceJ044-001_frac30,snapshot_degree,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac30,snapshot_weighted_degree,7,7,J044-001,J044-006,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceJ044-001_frac30,snapshot_closeness,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac30,snapshot_betweenness,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac30,snapshot_center,7,7,J044-001,J044-001,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ044-001_frac30,graphsage_lodo,7,7,J044-001,J044-006,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceJ048-003_frac10,random,5,5,J048-003,J048-002,4,0,1,0.25,1
sashts,sashts_seed23_sourceJ048-003_frac10,snapshot_degree,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac10,snapshot_weighted_degree,5,5,J048-003,J048-005,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac10,snapshot_closeness,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac10,snapshot_betweenness,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac10,snapshot_center,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac10,graphsage_lodo,5,5,J048-003,J048-005,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac20,random,5,5,J048-003,J048-005,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac20,snapshot_degree,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac20,snapshot_weighted_degree,5,5,J048-003,J048-005,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac20,snapshot_closeness,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac20,snapshot_betweenness,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac20,snapshot_center,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac20,graphsage_lodo,5,5,J048-003,J048-005,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac30,random,5,5,J048-003,J048-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac30,snapshot_degree,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac30,snapshot_weighted_degree,5,5,J048-003,J048-005,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac30,snapshot_closeness,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac30,snapshot_betweenness,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac30,snapshot_center,5,5,J048-003,J048-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ048-003_frac30,graphsage_lodo,5,5,J048-003,J048-005,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac10,random,3,3,J075-004,J075-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceJ075-004_frac10,snapshot_degree,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac10,snapshot_weighted_degree,3,3,J075-004,J075-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceJ075-004_frac10,snapshot_closeness,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac10,snapshot_betweenness,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac10,snapshot_center,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac10,graphsage_lodo,3,3,J075-004,J075-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceJ075-004_frac20,random,3,3,J075-004,J075-004,1,1,1,1.0,0
sashts,sashts_seed23_sourceJ075-004_frac20,snapshot_degree,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac20,snapshot_weighted_degree,3,3,J075-004,J075-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceJ075-004_frac20,snapshot_closeness,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac20,snapshot_betweenness,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac20,snapshot_center,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac20,graphsage_lodo,3,3,J075-004,J075-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceJ075-004_frac30,random,3,3,J075-004,J075-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceJ075-004_frac30,snapshot_degree,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac30,snapshot_weighted_degree,3,3,J075-004,J075-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceJ075-004_frac30,snapshot_closeness,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac30,snapshot_betweenness,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac30,snapshot_center,3,3,J075-004,J075-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceJ075-004_frac30,graphsage_lodo,3,3,J075-004,J075-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS004-003_frac10,random,3,3,S004-003,S004-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac10,snapshot_degree,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac10,snapshot_weighted_degree,3,3,S004-003,S004-003,1,1,1,1.0,0
sashts,sashts_seed23_sourceS004-003_frac10,snapshot_closeness,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac10,snapshot_betweenness,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac10,snapshot_center,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac10,graphsage_lodo,3,3,S004-003,S004-003,1,1,1,1.0,0
sashts,sashts_seed23_sourceS004-003_frac20,random,3,3,S004-003,S004-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac20,snapshot_degree,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac20,snapshot_weighted_degree,3,3,S004-003,S004-003,1,1,1,1.0,0
sashts,sashts_seed23_sourceS004-003_frac20,snapshot_closeness,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac20,snapshot_betweenness,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac20,snapshot_center,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac20,graphsage_lodo,3,3,S004-003,S004-003,1,1,1,1.0,0
sashts,sashts_seed23_sourceS004-003_frac30,random,3,3,S004-003,S004-003,1,1,1,1.0,0
sashts,sashts_seed23_sourceS004-003_frac30,snapshot_degree,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac30,snapshot_weighted_degree,3,3,S004-003,S004-003,1,1,1,1.0,0
sashts,sashts_seed23_sourceS004-003_frac30,snapshot_closeness,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac30,snapshot_betweenness,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac30,snapshot_center,3,3,S004-003,S004-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS004-003_frac30,graphsage_lodo,3,3,S004-003,S004-003,1,1,1,1.0,0
sashts,sashts_seed23_sourceS007-006_frac10,random,8,8,S007-006,S007-001,8,0,0,0.125,1
sashts,sashts_seed23_sourceS007-006_frac10,snapshot_degree,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac10,snapshot_weighted_degree,8,8,S007-006,S007-006,1,1,1,1.0,0
sashts,sashts_seed23_sourceS007-006_frac10,snapshot_closeness,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac10,snapshot_betweenness,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac10,snapshot_center,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac10,graphsage_lodo,8,8,S007-006,S007-007,2,0,1,0.5,1
sashts,sashts_seed23_sourceS007-006_frac20,random,8,8,S007-006,S007-004,5,0,1,0.2,1
sashts,sashts_seed23_sourceS007-006_frac20,snapshot_degree,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac20,snapshot_weighted_degree,8,8,S007-006,S007-006,1,1,1,1.0,0
sashts,sashts_seed23_sourceS007-006_frac20,snapshot_closeness,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac20,snapshot_betweenness,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac20,snapshot_center,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac20,graphsage_lodo,8,8,S007-006,S007-007,2,0,1,0.5,1
sashts,sashts_seed23_sourceS007-006_frac30,random,8,8,S007-006,S007-007,2,0,1,0.5,1
sashts,sashts_seed23_sourceS007-006_frac30,snapshot_degree,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac30,snapshot_weighted_degree,8,8,S007-006,S007-006,1,1,1,1.0,0
sashts,sashts_seed23_sourceS007-006_frac30,snapshot_closeness,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac30,snapshot_betweenness,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac30,snapshot_center,8,8,S007-006,S007-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS007-006_frac30,graphsage_lodo,8,8,S007-006,S007-007,2,0,1,0.5,1
sashts,sashts_seed23_sourceS023-003_frac10,random,3,3,S023-003,S023-002,2,0,1,0.5,1
sashts,sashts_seed23_sourceS023-003_frac10,snapshot_degree,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac10,snapshot_weighted_degree,3,3,S023-003,S023-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac10,snapshot_closeness,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac10,snapshot_betweenness,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac10,snapshot_center,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac10,graphsage_lodo,3,3,S023-003,S023-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac20,random,3,3,S023-003,S023-003,1,1,1,1.0,0
sashts,sashts_seed23_sourceS023-003_frac20,snapshot_degree,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac20,snapshot_weighted_degree,3,3,S023-003,S023-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac20,snapshot_closeness,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac20,snapshot_betweenness,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac20,snapshot_center,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac20,graphsage_lodo,3,3,S023-003,S023-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac30,random,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac30,snapshot_degree,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac30,snapshot_weighted_degree,3,3,S023-003,S023-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac30,snapshot_closeness,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac30,snapshot_betweenness,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac30,snapshot_center,3,3,S023-003,S023-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS023-003_frac30,graphsage_lodo,3,3,S023-003,S023-002,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac10,random,5,5,S028-003,S028-005,4,0,1,0.25,1
sashts,sashts_seed23_sourceS028-003_frac10,snapshot_degree,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac10,snapshot_weighted_degree,5,5,S028-003,S028-004,5,0,1,0.2,1
sashts,sashts_seed23_sourceS028-003_frac10,snapshot_closeness,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac10,snapshot_betweenness,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac10,snapshot_center,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac10,graphsage_lodo,5,5,S028-003,S028-004,5,0,1,0.2,1
sashts,sashts_seed23_sourceS028-003_frac20,random,5,5,S028-003,S028-005,2,0,1,0.5,1
sashts,sashts_seed23_sourceS028-003_frac20,snapshot_degree,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac20,snapshot_weighted_degree,5,5,S028-003,S028-004,5,0,1,0.2,1
sashts,sashts_seed23_sourceS028-003_frac20,snapshot_closeness,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac20,snapshot_betweenness,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac20,snapshot_center,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac20,graphsage_lodo,5,5,S028-003,S028-004,5,0,1,0.2,1
sashts,sashts_seed23_sourceS028-003_frac30,random,5,5,S028-003,S028-004,5,0,1,0.2,1
sashts,sashts_seed23_sourceS028-003_frac30,snapshot_degree,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac30,snapshot_weighted_degree,5,5,S028-003,S028-004,5,0,1,0.2,1
sashts,sashts_seed23_sourceS028-003_frac30,snapshot_closeness,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac30,snapshot_betweenness,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac30,snapshot_center,5,5,S028-003,S028-001,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS028-003_frac30,graphsage_lodo,5,5,S028-003,S028-004,5,0,1,0.2,1
sashts,sashts_seed23_sourceS031-005_frac10,random,4,4,S031-005,S031-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS031-005_frac10,snapshot_degree,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac10,snapshot_weighted_degree,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac10,snapshot_closeness,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac10,snapshot_betweenness,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac10,snapshot_center,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac10,graphsage_lodo,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac20,random,4,4,S031-005,S031-002,4,0,1,0.25,2
sashts,sashts_seed23_sourceS031-005_frac20,snapshot_degree,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac20,snapshot_weighted_degree,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac20,snapshot_closeness,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac20,snapshot_betweenness,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac20,snapshot_center,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac20,graphsage_lodo,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac30,random,4,4,S031-005,S031-005,1,1,1,1.0,0
sashts,sashts_seed23_sourceS031-005_frac30,snapshot_degree,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac30,snapshot_weighted_degree,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac30,snapshot_closeness,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac30,snapshot_betweenness,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac30,snapshot_center,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS031-005_frac30,graphsage_lodo,4,4,S031-005,S031-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS033-001_frac10,random,4,4,S033-001,S033-002,2,0,1,0.5,2
sashts,sashts_seed23_sourceS033-001_frac10,snapshot_degree,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac10,snapshot_weighted_degree,4,4,S033-001,S033-004,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS033-001_frac10,snapshot_closeness,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac10,snapshot_betweenness,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac10,snapshot_center,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac10,graphsage_lodo,4,4,S033-001,S033-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS033-001_frac20,random,4,4,S033-001,S033-002,4,0,1,0.25,2
sashts,sashts_seed23_sourceS033-001_frac20,snapshot_degree,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac20,snapshot_weighted_degree,4,4,S033-001,S033-004,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS033-001_frac20,snapshot_closeness,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac20,snapshot_betweenness,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac20,snapshot_center,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac20,graphsage_lodo,4,4,S033-001,S033-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS033-001_frac30,random,4,4,S033-001,S033-004,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac30,snapshot_degree,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac30,snapshot_weighted_degree,4,4,S033-001,S033-004,3,0,1,0.3333333333333333,1
sashts,sashts_seed23_sourceS033-001_frac30,snapshot_closeness,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac30,snapshot_betweenness,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac30,snapshot_center,4,4,S033-001,S033-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS033-001_frac30,graphsage_lodo,4,4,S033-001,S033-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS036-002_frac10,random,4,4,S036-002,S036-001,4,0,1,0.25,1
sashts,sashts_seed23_sourceS036-002_frac10,snapshot_degree,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac10,snapshot_weighted_degree,4,4,S036-002,S036-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS036-002_frac10,snapshot_closeness,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac10,snapshot_betweenness,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac10,snapshot_center,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac10,graphsage_lodo,4,4,S036-002,S036-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS036-002_frac20,random,4,4,S036-002,S036-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac20,snapshot_degree,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac20,snapshot_weighted_degree,4,4,S036-002,S036-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS036-002_frac20,snapshot_closeness,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac20,snapshot_betweenness,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac20,snapshot_center,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac20,graphsage_lodo,4,4,S036-002,S036-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS036-002_frac30,random,4,4,S036-002,S036-002,1,1,1,1.0,0
sashts,sashts_seed23_sourceS036-002_frac30,snapshot_degree,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac30,snapshot_weighted_degree,4,4,S036-002,S036-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS036-002_frac30,snapshot_closeness,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac30,snapshot_betweenness,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac30,snapshot_center,4,4,S036-002,S036-001,2,0,1,0.5,1
sashts,sashts_seed23_sourceS036-002_frac30,graphsage_lodo,4,4,S036-002,S036-003,4,0,1,0.25,1
sashts,sashts_seed23_sourceS045-006_frac10,random,6,6,S045-006,S045-004,4,0,1,0.25,1
sashts,sashts_seed23_sourceS045-006_frac10,snapshot_degree,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac10,snapshot_weighted_degree,6,6,S045-006,S045-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS045-006_frac10,snapshot_closeness,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac10,snapshot_betweenness,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac10,snapshot_center,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac10,graphsage_lodo,6,6,S045-006,S045-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS045-006_frac20,random,6,6,S045-006,S045-003,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac20,snapshot_degree,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac20,snapshot_weighted_degree,6,6,S045-006,S045-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS045-006_frac20,snapshot_closeness,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac20,snapshot_betweenness,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac20,snapshot_center,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac20,graphsage_lodo,6,6,S045-006,S045-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS045-006_frac30,random,6,6,S045-006,S045-003,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac30,snapshot_degree,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
sashts,sashts_seed23_sourceS045-006_frac30,snapshot_weighted_degree,6,6,S045-006,S045-003,2,0,1,0.5,1
sashts,sashts_seed23_sourceS045-006_frac30,snapshot_closeness,6,6,S045-006,S045-001,6,0,0,0.16666666666666666,1
