model,runs,test_auc_mean,test_auc_std,test_auc_mean_std,test_ap_mean,test_ap_std,test_ap_mean_std,test_f1_mean,test_f1_std,test_f1_mean_std,test_precision_mean,test_precision_std,test_precision_mean_std,test_recall_mean,test_recall_std,test_recall_mean_std,test_brier_mean,test_brier_std,test_brier_mean_std
full_pytorch_graphsage,15,0.577239531343474,0.04432881769938865,0.5772 +/- 0.0443,0.7678803546399344,0.024593504500160908,0.7679 +/- 0.0246,0.8264705560258083,0.012063553409737795,0.8265 +/- 0.0121,0.7193033131204811,0.018111427808154036,0.7193 +/- 0.0181,0.9725720164609053,0.0337675674296084,0.9726 +/- 0.0338,0.26299760741069744,0.040388295869912154,0.2630 +/- 0.0404
