model,metric,gap,runs,mean,std,min,max,mean_std
full_pytorch_graphsage,auc,train_test_auc_gap,15,0.18921429692039013,0.15179767604757574,0.004794617966660919,0.5077139159128405,0.1892 +/- 0.1518
full_pytorch_graphsage,auc,validation_test_auc_gap,15,0.0482801431278134,0.060999915685109395,-0.06750977517106549,0.1619868035190617,0.0483 +/- 0.0610
full_pytorch_graphsage,ap,train_test_ap_gap,15,0.11864294721299981,0.0776523199583572,0.0016064818599109687,0.2573246618915007,0.1186 +/- 0.0777
full_pytorch_graphsage,ap,validation_test_ap_gap,15,0.0392060211637642,0.04123542035119458,-0.05331808140080141,0.11058038997786979,0.0392 +/- 0.0412
full_pytorch_graphsage,f1,train_test_f1_gap,15,0.010749121288422262,0.03494229666152487,-0.024817136886102542,0.09184111977408072,0.0107 +/- 0.0349
full_pytorch_graphsage,f1,validation_test_f1_gap,15,0.006697710801772017,0.013564034920794206,-0.010307998012916153,0.029410923239779008,0.0067 +/- 0.0136
full_pytorch_graphsage,brier,train_test_brier_gap,15,-0.07212431638409414,0.10235073556743905,-0.3418470917651385,0.0001382051695255071,-0.0721 +/- 0.1024
full_pytorch_graphsage,brier,validation_test_brier_gap,15,-0.01617720631128757,0.032050487980683814,-0.09269942597350017,0.020032595816608822,-0.0162 +/- 0.0321
